Strategy,Entry Time,Exit Time,Type,Lots,Entry Price,Exit Price,RR,PnL,Balance
RSI_REVERSION,25/03/2026 11:20,25/03/2026 12:20,SELL,0.01,4581.864,4561.129286,1.56,20.73,1552.85
SMC_CHOCH,25/03/2026 23:40,26/03/2026 00:10,SELL,0.01,4494.616,4526.185856,2,-31.57,1521.28
SMC_CHOCH,26/03/2026 02:35,26/03/2026 05:55,SELL,0.01,4514.6,4453.819631,2,60.78,1582.07
VWAP_REVERSION,26/03/2026 05:55,26/03/2026 06:05,BUY,0.01,4439.048,4424.187613,5.02,-14.86,1567.2
RSI_REVERSION,26/03/2026 06:05,26/03/2026 06:10,BUY,0.01,4438.06,4422.08743,2.85,-15.97,1551.23
SMC_CHOCH,26/03/2026 08:20,26/03/2026 14:30,SELL,0.01,4431.921,4471.07329,2,-39.15,1512.08
VWAP_REVERSION,26/03/2026 16:20,26/03/2026 16:30,BUY,0.01,4400.924,4384.4114,3.49,-16.51,1495.57
RSI_REVERSION,26/03/2026 16:30,26/03/2026 16:35,BUY,0.01,4392.778,4376.405116,2.35,-16.37,1479.19
SMC_CHOCH,26/03/2026 18:20,26/03/2026 20:10,SELL,0.01,4376.424,4407.361614,2,-30.94,1448.26
SMC_FVG,27/03/2026 00:15,27/03/2026 00:50,BUY,0.01,4397.232,4380.12615,2,-17.11,1431.15
RSI_REVERSION,27/03/2026 02:05,27/03/2026 05:30,SELL,0.01,4435.501,4452.336277,1.55,-16.84,1414.32
SMC_CHOCH,27/03/2026 05:35,27/03/2026 08:55,BUY,0.01,4474.029,4426.285018,2,-47.74,1366.57
VWAP_REVERSION,27/03/2026 14:50,27/03/2026 14:55,SELL,0.01,4489.186,4502.565769,4.17,-13.38,1353.19
SMC_CHOCH,27/03/2026 16:30,29/03/2026 23:30,SELL,0.01,4518.091,4458.824857,2,59.27,1412.46
RSI_REVERSION,29/03/2026 23:30,29/03/2026 23:45,BUY,0.01,4459.237,4445.225116,1.91,-14.01,1398.45
SMC_FVG,30/03/2026 00:20,30/03/2026 02:40,SELL,0.01,4461.824,4486.524721,2,-24.7,1373.75
SMC_CHOCH,30/03/2026 03:10,31/03/2026 01:30,BUY,0.01,4504.36,4586.143613,2,81.78,1455.53
RSI_REVERSION,31/03/2026 01:30,31/03/2026 01:40,SELL,0.01,4581.968,4594.787744,2.72,-12.82,1442.71
VWAP_REVERSION,31/03/2026 01:40,31/03/2026 07:15,SELL,0.01,4617.532,4546.964226,5.48,70.57,1513.28
SMC_CHOCH,31/03/2026 17:30,01/04/2026 00:25,BUY,0.01,4658.603,4718.125407,2,59.52,1572.8
RSI_REVERSION,01/04/2026 00:25,01/04/2026 01:05,SELL,0.01,4721.629,4696.617857,1.93,25.01,1597.81
SMC_FVG,01/04/2026 02:30,01/04/2026 04:15,BUY,0.01,4685.426,4671.167199,2,-14.26,1583.55
SMC_CHOCH,01/04/2026 09:45,01/04/2026 15:30,BUY,0.01,4726.686,4776.896983,2,50.21,1633.76
VWAP_REVERSION,01/04/2026 15:30,01/04/2026 23:15,SELL,0.01,4779.632,4793.27695,4.16,-13.64,1620.12
RSI_REVERSION,01/04/2026 23:15,02/04/2026 00:00,SELL,0.01,4795.771,4776.780429,1.72,18.99,1639.11
SMC_FVG,02/04/2026 00:00,02/04/2026 01:00,BUY,0.01,4781.441,4767.97767,2,-13.46,1625.65
BB_BREAKOUT,02/04/2026 05:30,02/04/2026 05:45,SELL,0.01,4651.573,4620.70882,2,30.86,1656.51
SMC_CHOCH,02/04/2026 05:45,02/04/2026 14:35,SELL,0.01,4591.627,4694.938283,2,-103.31,1553.2
RSI_REVERSION,05/04/2026 22:00,05/04/2026 22:10,BUY,0.01,4637.777,4623.939079,2.25,-13.84,1539.36
SMC_CHOCH,05/04/2026 22:10,06/04/2026 08:00,SELL,0.01,4630.094,4690.873726,2,-60.78,1478.58
VWAP_REVERSION,06/04/2026 08:00,07/04/2026 01:00,SELL,0.01,4693.284,4644.402799,3.44,48.88,1527.46
VWAP_REVERSION,07/04/2026 08:20,07/04/2026 11:10,SELL,0.01,4684.283,4646.008944,3.56,38.27,1565.74
SMC_CHOCH,07/04/2026 22:05,08/04/2026 00:00,BUY,0.01,4744.595,4847.360603,2,102.77,1668.5
RSI_REVERSION,08/04/2026 00:00,08/04/2026 00:30,SELL,0.01,4845.671,4818.700214,1.73,26.97,1695.47
SMC_CHOCH,08/04/2026 04:05,08/04/2026 05:30,SELL,0.01,4794.472,4817.952111,2,-23.48,1671.99
BB_BREAKOUT,08/04/2026 05:30,08/04/2026 07:00,BUY,0.01,4821.734,4809.231623,2,-12.5,1659.49
SMC_FVG,08/04/2026 07:00,08/04/2026 08:25,BUY,0.01,4813.022,4798.858884,2,-14.16,1645.33
VWAP_REVERSION,08/04/2026 14:30,08/04/2026 14:55,BUY,0.01,4754.222,4741.695333,3.89,-12.53,1632.8
SMC_CHOCH,08/04/2026 22:00,08/04/2026 22:20,BUY,0.01,4727.646,4706.137555,2,-21.51,1611.29
SMC_CHOCH,09/04/2026 00:00,09/04/2026 02:35,SELL,0.01,4705.497,4731.081458,2,-25.58,1585.71
VWAP_REVERSION,09/04/2026 10:20,09/04/2026 11:25,SELL,0.02,4738.221,4746.825453,2.32,-17.21,1568.5
SMC_CHOCH,09/04/2026 22:35,10/04/2026 12:30,SELL,0.01,4759.865,4777.96791,2,-18.1,1550.4
RSI_REVERSION,12/04/2026 22:05,12/04/2026 22:20,BUY,0.01,4667.106,4657.886315,8.45,-9.22,1541.18
SMC_CHOCH,12/04/2026 23:45,13/04/2026 00:55,BUY,0.01,4660.167,4692.548085,2,32.38,1573.56
VWAP_REVERSION,13/04/2026 01:10,13/04/2026 01:55,SELL,0.01,4714.878,4724.975859,2.59,-10.1,1563.46
RSI_REVERSION,13/04/2026 13:15,13/04/2026 13:50,SELL,0.02,4735.345,4743.72718,1.82,-16.76,1546.69
SMC_CHOCH,13/04/2026 22:05,14/04/2026 06:50,BUY,0.01,4748.135,4780.238846,2,32.1,1578.8
VWAP_REVERSION,14/04/2026 14:05,14/04/2026 14:25,SELL,0.02,4801.838,4809.704328,3.36,-15.73,1563.07
SMC_CHOCH,14/04/2026 22:10,15/04/2026 00:15,BUY,0.01,4844.847,4830.880306,2,-13.97,1549.1
RSI_REVERSION,15/04/2026 01:15,15/04/2026 02:20,SELL,0.01,4864.066,4836.462643,3.35,27.6,1576.7
SMC_CHOCH,15/04/2026 02:25,16/04/2026 14:40,SELL,0.01,4834.699,4781.646429,2,53.05,1629.75
VWAP_REVERSION,16/04/2026 14:40,17/04/2026 01:10,BUY,0.02,4787.447,4779.578468,3.56,-15.74,1614.02
VWAP_REVERSION,17/04/2026 12:20,17/04/2026 12:25,SELL,0.03,4812.094,4818.125182,3.54,-18.09,1595.92
SMC_CHOCH,17/04/2026 13:15,19/04/2026 22:00,BUY,0.01,4864.158,4827.366059,2,-36.79,1559.13
SMC_CHOCH,19/04/2026 23:20,20/04/2026 01:00,SELL,0.01,4770.667,4788.562881,2,-17.9,1541.24
RSI_REVERSION,20/04/2026 01:35,20/04/2026 05:40,SELL,0.01,4807.886,4783.707286,2.51,24.18,1565.42
BB_BREAKOUT,20/04/2026 05:40,20/04/2026 05:50,SELL,0.02,4780.926,4790.356745,2,-18.86,1546.55
VWAP_REVERSION,20/04/2026 11:45,20/04/2026 11:50,SELL,0.02,4801.528,4808.785155,1.72,-14.51,1532.04
SMC_CHOCH,20/04/2026 22:15,21/04/2026 00:30,BUY,0.01,4831.462,4817.448288,2,-14.01,1518.03
SMC_FVG,21/04/2026 00:40,21/04/2026 01:55,SELL,0.01,4822.435,4805.958365,2,16.48,1534.5
VWAP_REVERSION,21/04/2026 11:05,21/04/2026 11:45,BUY,0.02,4780.017,4795.263687,2.48,30.49,1565
SMC_CHOCH,21/04/2026 16:05,21/04/2026 18:15,SELL,0.01,4735.292,4696.093829,2,39.2,1604.19
SMC_CHOCH,21/04/2026 23:45,23/04/2026 00:05,BUY,0.01,4738.06,4718.43748,2,-19.62,1584.57
SMC_CHOCH,23/04/2026 02:05,28/04/2026 05:05,SELL,0.01,4714.473,4655.648159,2,58.82,1643.4
SMC_CHOCH,28/04/2026 08:10,28/04/2026 11:35,SELL,0.01,4620.247,4578.986968,2,41.26,1684.66
SMC_CHOCH,28/04/2026 13:45,28/04/2026 14:35,BUY,0.01,4586.471,4561.532339,2,-24.94,1659.72
SMC_CHOCH,28/04/2026 15:50,29/04/2026 08:35,BUY,0.01,4583.768,4560.933722,2,-22.83,1636.88
VWAP_REVERSION,29/04/2026 12:50,29/04/2026 13:20,BUY,0.02,4545.015,4538.353501,5.37,-13.32,1623.56
SMC_CHOCH,29/04/2026 14:35,29/04/2026 18:30,BUY,0.01,4540.741,4524.21001,2,-16.53,1607.03
SMC_CHOCH,29/04/2026 23:00,30/04/2026 01:25,BUY,0.01,4552.992,4579.89895,2,26.91,1633.94
SMC_CHOCH,30/04/2026 02:35,30/04/2026 06:55,SELL,0.01,4563.886,4588.585738,2,-24.7,1609.24
SMC_CHOCH,30/04/2026 10:20,30/04/2026 13:45,BUY,0.01,4634.074,4615.629657,2,-18.44,1590.79
SMC_CHOCH,30/04/2026 22:00,01/05/2026 04:45,BUY,0.01,4628.652,4610.925822,2,-17.73,1573.07
SMC_CHOCH,01/05/2026 08:35,01/05/2026 11:50,SELL,0.02,4570.183,4578.274238,2,-16.18,1556.88
SMC_CHOCH,01/05/2026 13:25,01/05/2026 13:30,SELL,0.02,4589.267,4599.135226,2,-19.74,1537.15
SMC_CHOCH,01/05/2026 15:25,01/05/2026 18:00,BUY,0.02,4636.291,4626.517883,2,-19.55,1517.6
SMC_CHOCH,04/05/2026 01:15,04/05/2026 01:55,SELL,0.01,4598.937,4611.728112,2,-12.79,1504.81
SMC_FVG,04/05/2026 04:20,04/05/2026 05:30,SELL,0.01,4609.162,4593.985255,2,15.18,1519.99
VWAP_REVERSION,04/05/2026 06:35,04/05/2026 07:55,BUY,0.02,4586.727,4578.78846,2.16,-15.88,1504.11
SMC_CHOCH,04/05/2026 10:00,05/05/2026 23:45,SELL,0.01,4560.091,4592.913597,2,-32.82,1471.29
RSI_REVERSION,05/05/2026 23:45,06/05/2026 00:20,SELL,0.01,4593.492,4600.052441,2.57,-6.56,1464.73
SMC_CHOCH,06/05/2026 01:20,06/05/2026 06:00,BUY,0.01,4623.401,4665.32468,2,41.92,1506.65
BB_BREAKOUT,06/05/2026 07:45,06/05/2026 08:50,BUY,0.02,4675.331,4690.397074,2,30.13,1536.78
SMC_CHOCH,06/05/2026 08:50,06/05/2026 12:15,BUY,0.01,4697.255,4664.576154,2,-32.68,1504.1
SMC_FVG,06/05/2026 12:35,06/05/2026 13:50,BUY,0.01,4680.442,4704.250192,2,23.81,1527.91
SMC_CHOCH,06/05/2026 14:50,07/05/2026 06:30,SELL,0.01,4701.495,4723.756259,2,-22.26,1505.65
RSI_REVERSION,07/05/2026 06:30,07/05/2026 06:35,SELL,0.02,4732.868,4739.603671,3.68,-13.47,1492.18
VWAP_REVERSION,07/05/2026 06:35,07/05/2026 06:40,SELL,0.02,4742.319,4749.617812,5.19,-14.6,1477.58
SMC_FVG,07/05/2026 08:30,07/05/2026 09:00,BUY,0.01,4737.237,4726.161097,2,-11.08,1466.51
SMC_CHOCH,07/05/2026 22:45,07/05/2026 23:50,SELL,0.01,4683.977,4704.227313,2,-20.25,1446.25
SMC_FVG,08/05/2026 00:00,08/05/2026 01:50,BUY,0.01,4702.797,4722.850461,2,20.05,1466.31
RSI_REVERSION,08/05/2026 02:00,08/05/2026 02:35,SELL,0.01,4731.36,4715.111214,1.74,16.25,1482.56
RSI_REVERSION,08/05/2026 12:10,08/05/2026 12:30,BUY,0.02,4704.633,4718.790357,1.88,28.31,1510.87
VWAP_REVERSION,08/05/2026 13:30,08/05/2026 14:00,SELL,0.02,4738.973,4747.883979,2.42,-17.82,1493.05
SMC_CHOCH,10/05/2026 22:00,11/05/2026 13:15,SELL,0.01,4686.995,4723.626676,2,-36.63,1456.42
BB_BREAKOUT,11/05/2026 16:40,11/05/2026 17:25,SELL,0.02,4711.384,4721.046702,2,-19.33,1437.09
VWAP_REVERSION,11/05/2026 22:00,11/05/2026 22:45,SELL,0.01,4740.786,4747.693208,6.02,-6.91,1430.19
SMC_CHOCH,11/05/2026 23:30,12/05/2026 01:00,BUY,0.01,4755.381,4743.193128,2,-12.19,1418
SMC_FVG,12/05/2026 01:00,12/05/2026 01:25,BUY,0.01,4743.878,4735.476547,2,-8.4,1409.6
RSI_REVERSION,12/05/2026 01:35,12/05/2026 04:50,BUY,0.01,4724.661,4716.952039,2.96,-7.71,1401.89
VWAP_REVERSION,12/05/2026 11:30,12/05/2026 12:30,BUY,0.02,4698.509,4691.418597,2.86,-14.18,1387.71
SMC_CHOCH,12/05/2026 22:00,13/05/2026 01:15,BUY,0.01,4719.804,4705.517107,2,-14.29,1373.42
VWAP_REVERSION,13/05/2026 09:20,13/05/2026 10:05,BUY,0.02,4686.875,4704.577204,2.76,35.4,1408.82
SMC_CHOCH,13/05/2026 23:00,14/05/2026 00:00,BUY,0.01,4699.041,4691.019423,2,-8.02,1400.8
SMC_CHOCH,14/05/2026 01:15,14/05/2026 04:25,SELL,0.01,4689.004,4705.558233,2,-16.55,1384.25
RSI_REVERSION,14/05/2026 04:30,14/05/2026 07:35,SELL,0.01,4709.02,4716.231279,3.43,-7.21,1377.04
VWAP_REVERSION,14/05/2026 13:40,14/05/2026 14:15,BUY,0.02,4676.757,4694.646769,2.34,35.78,1412.82
SMC_CHOCH,14/05/2026 22:25,14/05/2026 23:35,BUY,0.01,4658.971,4648.562035,2,-10.41,1402.41
RSI_REVERSION,15/05/2026 00:25,15/05/2026 00:35,BUY,0.01,4629.712,4621.865435,2.78,-7.85,1394.56
SMC_CHOCH,15/05/2026 00:45,15/05/2026 08:30,SELL,0.01,4627.473,4550.963913,2,76.51,1471.07
SMC_CHOCH,15/05/2026 09:45,15/05/2026 10:50,SELL,0.01,4537.92,4565.148038,2,-27.23,1443.84
SMC_CHOCH,15/05/2026 12:10,15/05/2026 13:45,SELL,0.01,4545.745,4512.237837,2,33.51,1477.35
VWAP_REVERSION,15/05/2026 15:30,15/05/2026 16:05,BUY,0.01,4543.579,4532.675191,2.85,-10.9,1466.45
SMC_FVG,17/05/2026 22:00,17/05/2026 23:40,BUY,0.01,4545.079,4533.650741,2,-11.43,1455.02
SMC_CHOCH,17/05/2026 23:45,18/05/2026 00:30,SELL,0.01,4537.762,4511.31161,2,26.45,1481.47
RSI_REVERSION,18/05/2026 00:30,18/05/2026 00:40,BUY,0.01,4492.352,4482.714024,3.77,-9.64,1471.83
SMC_CHOCH,18/05/2026 02:10,19/05/2026 13:20,BUY,0.01,4536.481,4509.923531,2,-26.56,1445.27
RSI_REVERSION,19/05/2026 13:20,19/05/2026 13:25,BUY,0.02,4505.143,4496.884107,3.36,-16.52,1428.75
VWAP_REVERSION,19/05/2026 13:25,19/05/2026 13:30,BUY,0.02,4492.139,4483.49986,6.22,-17.28,1411.48
SMC_CHOCH,20/05/2026 00:25,20/05/2026 01:25,BUY,0.01,4501.861,4472.67594,2,-29.19,1382.29
RSI_REVERSION,20/05/2026 01:35,20/05/2026 02:55,BUY,0.01,4467.789,4458.642321,2.7,-9.15,1373.14
SMC_CHOCH,20/05/2026 04:00,20/05/2026 14:20,BUY,0.01,4468.724,4507.357275,2,38.63,1411.78
RSI_REVERSION,20/05/2026 14:30,20/05/2026 14:55,SELL,0.02,4524.801,4533.098098,4.03,-16.59,1395.18
VWAP_REVERSION,20/05/2026 14:55,20/05/2026 15:15,SELL,0.02,4531.355,4540.541577,5.04,-18.37,1376.81
SMC_CHOCH,20/05/2026 22:15,21/05/2026 01:10,SELL,0.01,4537.728,4554.176535,2,-16.45,1360.36
SMC_CHOCH,21/05/2026 02:30,24/05/2026 23:05,SELL,0.01,4536.806,4573.999508,2,-37.19,1323.17
RSI_REVERSION,24/05/2026 23:05,24/05/2026 23:40,SELL,0.01,4572.466,4579.328132,1.96,-6.86,1316.31
SMC_FVG,25/05/2026 01:05,25/05/2026 06:05,BUY,0.01,4561.788,4551.266281,2,-10.52,1305.78
VWAP_REVERSION,25/05/2026 23:10,25/05/2026 23:30,SELL,0.01,4578.829,4564.235547,3.18,14.59,1320.38
SMC_CHOCH,25/05/2026 23:40,26/05/2026 07:15,SELL,0.01,4556.34,4522.192525,2,34.15,1354.53
VWAP_REVERSION,26/05/2026 08:25,26/05/2026 09:35,BUY,0.02,4522.529,4516.644996,2.33,-11.77,1342.76
SMC_CHOCH,26/05/2026 22:00,26/05/2026 23:30,SELL,0.01,4503.281,4514.198769,2,-10.92,1331.84
SMC_CHOCH,27/05/2026 01:35,27/05/2026 07:45,SELL,0.01,4511.989,4479.21101,2,32.78,1364.62
VWAP_REVERSION,27/05/2026 10:15,27/05/2026 10:30,BUY,0.02,4479.836,4473.774242,3.27,-12.12,1352.49
SMC_FVG,27/05/2026 12:15,27/05/2026 12:20,SELL,0.02,4447.366,4454.859604,2,-14.99,1337.51
SMC_CHOCH,27/05/2026 12:20,27/05/2026 13:05,BUY,0.01,4454.777,4421.192172,2,-33.58,1303.92
SMC_FVG,27/05/2026 14:30,27/05/2026 15:05,BUY,0.01,4440.643,4429.36624,2,-11.28,1292.65
SMC_CHOCH,27/05/2026 15:05,27/05/2026 16:30,SELL,0.01,4429.674,4449.544081,2,-19.87,1272.78
SMC_CHOCH,27/05/2026 23:05,28/05/2026 01:20,SELL,0.01,4452.454,4427.151236,2,25.3,1298.08
VWAP_REVERSION,28/05/2026 01:25,28/05/2026 01:50,BUY,0.01,4419.222,4411.149557,3.02,-8.07,1290.01
RSI_REVERSION,28/05/2026 01:50,28/05/2026 02:10,BUY,0.01,4409.294,4401.633454,3.15,-7.66,1282.34
SMC_CHOCH,28/05/2026 05:30,28/05/2026 12:55,BUY,0.01,4386.467,4433.870012,2,47.4,1329.75
VWAP_REVERSION,28/05/2026 12:55,28/05/2026 14:05,SELL,0.02,4431.962,4439.871206,4.36,-15.82,1313.93
RSI_REVERSION,28/05/2026 14:10,28/05/2026 14:15,SELL,0.01,4464.086,4472.99352,3.81,-8.91,1305.02
SMC_CHOCH,28/05/2026 16:15,29/05/2026 14:50,BUY,0.01,4496.909,4555.826238,2,58.92,1363.94
RSI_REVERSION,29/05/2026 14:55,29/05/2026 15:00,SELL,0.02,4563.997,4571.810188,2.84,-15.63,1348.31
SMC_CHOCH,01/06/2026 01:00,01/06/2026 06:35,SELL,0.01,4534.135,4502.234582,2,31.9,1380.21
VWAP_REVERSION,01/06/2026 13:10,01/06/2026 13:20,BUY,0.02,4483.901,4476.450231,3.73,-14.9,1365.31
RSI_REVERSION,01/06/2026 13:20,01/06/2026 13:50,BUY,0.02,4465.903,4458.294228,4.21,-15.22,1350.09
SMC_CHOCH,01/06/2026 14:00,01/06/2026 17:40,SELL,0.01,4454.261,4486.402452,2,-32.14,1317.95
,,,,,,,,,
,SUMMARY,,Win Rate: 34.46%,,Drawdown: 53.97%,Profit: $817.95,,Trades: 592,1317.952661
